m,TagName,
"2012-10-01 00:00:00","ruby","2247"
"2012-10-01 00:00:00","swift","4"
"2012-11-01 00:00:00","assembly","302"
"2012-11-01 00:00:00","c","3177"
"2012-11-01 00:00:00","c#","12176"
"2012-11-01 00:00:00","c++","6242"
"2012-11-01 00:00:00","delphi","440"
"2012-11-01 00:00:00","go","102"
"2012-11-01 00:00:00","java","13511"
"2012-11-01 00:00:00","javascript","12277"
"2012-11-01 00:00:00","perl","636"
"2012-11-01 00:00:00","php","11687"
"2012-11-01 00:00:00","python","6372"
"2012-11-01 00:00:00","r","1341"
"2012-11-01 00:00:00","ruby","2122"
"2012-11-01 00:00:00","swift","4"
"2012-12-01 00:00:00","assembly","260"
"2012-12-01 00:00:00","c","2553"
"2012-12-01 00:00:00","c#","10889"
"2012-12-01 00:00:00","c++","5660"
"2012-12-01 00:00:00","delphi","426"
"2012-12-01 00:00:00","go","112"
"2012-12-01 00:00:00","java","12337"
"2012-12-01 00:00:00","javascript","11683"
"2012-12-01 00:00:00","perl","550"
"2012-12-01 00:00:00","php","10971"
"2012-12-01 00:00:00","python","5725"
"2012-12-01 00:00:00","r","1207"
"2012-12-01 00:00:00","ruby","1901"
"2012-12-01 00:00:00","swift","4"
"2013-01-01 00:00:00","assembly","290"
"2013-01-01 00:00:00","c","2892"
"2013-01-01 00:00:00","c#","12693"
"2013-01-01 00:00:00","c++","6007"
"2013-01-01 00:00:00","delphi","480"
"2013-01-01 00:00:00","go","100"
"2013-01-01 00:00:00","java","13623"
"2013-01-01 00:00:00","javascript","13725"
"2013-01-01 00:00:00","perl","659"
"2013-01-01 00:00:00","php","12787"
"2013-01-01 00:00:00","python","6535"
"2013-01-01 00:00:00","r","1504"
"2013-01-01 00:00:00","ruby","2294"
"2013-01-01 00:00:00","swift","5"
"2013-02-01 00:00:00","assembly","324"
"2013-02-01 00:00:00","c","3082"
"2013-02-01 00:00:00","c#","12430"
"2013-02-01 00:00:00","c++","6033"
"2013-02-01 00:00:00","delphi","444"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","java","13603"
"2013-02-01 00:00:00","javascript","13561"
"2013-02-01 00:00:00","perl","745"
"2013-02-01 00:00:00","php","12441"
"2013-02-01 00:00:00","python","6705"
"2013-02-01 00:00:00","r","1654"
"2013-02-01 00:00:00","ruby","2208"
"2013-02-01 00:00:00","swift","6"
"2013-03-01 00:00:00","assembly","367"
"2013-03-01 00:00:00","c","3410"
"2013-03-01 00:00:00","c#","14180"
"2013-03-01 00:00:00","c++","7144"
"2013-03-01 00:00:00","delphi","520"
"2013-03-01 00:00:00","go","126"
"2013-03-01 00:00:00","java","15808"
"2013-03-01 00:00:00","javascript","15211"
"2013-03-01 00:00:00","perl","849"
"2013-03-01 00:00:00","php","13999"
"2013-03-01 00:00:00","python","7580"
"2013-03-01 00:00:00","r","1838"
"2013-03-01 00:00:00","ruby","2548"
"2013-03-01 00:00:00","swift","5"
"2013-04-01 00:00:00","assembly","328"
"2013-04-01 00:00:00","c","3510"
"2013-04-01 00:00:00","c#","13803"
"2013-04-01 00:00:00","c++","7075"
"2013-04-01 00:00:00","delphi","505"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","java","16090"
"2013-04-01 00:00:00","javascript","15220"
"2013-04-01 00:00:00","perl","837"
"2013-04-01 00:00:00","php","13292"
"2013-04-01 00:00:00","python","7889"
"2013-04-01 00:00:00","r","1827"
"2013-04-01 00:00:00","ruby","2455"
"2013-04-01 00:00:00","swift","6"
"2013-05-01 00:00:00","assembly","299"
"2013-05-01 00:00:00","c","3175"
"2013-05-01 00:00:00","c#","13353"
"2013-05-01 00:00:00","c++","6783"
"2013-05-01 00:00:00","delphi","525"
"2013-05-01 00:00:00","go","141"
"2013-05-01 00:00:00","java","15116"
"2013-05-01 00:00:00","javascript","14950"
"2013-05-01 00:00:00","perl","900"
"2013-05-01 00:00:00","php","12969"
"2013-05-01 00:00:00","python","7769"
"2013-05-01 00:00:00","r","1770"
"2013-05-01 00:00:00","ruby","2331"
"2013-05-01 00:00:00","swift","2"
"2013-06-01 00:00:00","assembly","291"
"2013-06-01 00:00:00","c","2919"
"2013-06-01 00:00:00","c#","12675"
"2013-06-01 00:00:00","c++","6160"
"2013-06-01 00:00:00","delphi","472"
"2013-06-01 00:00:00","go","175"
"2013-06-01 00:00:00","java","13798"
"2013-06-01 00:00:00","javascript","14477"
"2013-06-01 00:00:00","perl","825"
"2013-06-01 00:00:00","php","12594"
"2013-06-01 00:00:00","python","7554"
"2013-06-01 00:00:00","r","1758"
"2013-06-01 00:00:00","ruby","2211"
"2013-06-01 00:00:00","swift","4"
"2013-07-01 00:00:00","assembly","294"
"2013-07-01 00:00:00","c","2985"
"2013-07-01 00:00:00","c#","14040"
"2013-07-01 00:00:00","c++","6539"
"2013-07-01 00:00:00","delphi","502"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","java","15017"
"2013-07-01 00:00:00","javascript","16683"
"2013-07-01 00:00:00","perl","949"
"2013-07-01 00:00:00","php","14165"
"2013-07-01 00:00:00","python","8565"
"2013-07-01 00:00:00","r","1952"
"2013-07-01 00:00:00","ruby","2428"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","assembly","210"
"2013-08-01 00:00:00","c","2990"
"2013-08-01 00:00:00","c#","13738"
"2013-08-01 00:00:00","c++","6205"
"2013-08-01 00:00:00","delphi","446"
"2013-08-01 00:00:00","go","206"
"2013-08-01 00:00:00","java","14903"
"2013-08-01 00:00:00","javascript","16707"
"2013-08-01 00:00:00","perl","830"
"2013-08-01 00:00:00","php","14174"
"2013-08-01 00:00:00","python","7896"
"2013-08-01 00:00:00","r","1907"
"2013-08-01 00:00:00","ruby","2472"
"2013-08-01 00:00:00","swift","4"
"2013-09-01 00:00:00","assembly","287"
"2013-09-01 00:00:00","c","3363"
"2013-09-01 00:00:00","c#","13629"
"2013-09-01 00:00:00","c++","6477"
"2013-09-01 00:00:00","delphi","484"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","java","16092"
"2013-09-01 00:00:00","javascript","17540"
"2013-09-01 00:00:00","perl","683"
"2013-09-01 00:00:00","php","14086"
"2013-09-01 00:00:00","python","7909"
"2013-09-01 00:00:00","r","1699"
"2013-09-01 00:00:00","ruby","2377"
"2013-09-01 00:00:00","swift","9"
"2013-10-01 00:00:00","assembly","374"
"2013-10-01 00:00:00","c","4211"
"2013-10-01 00:00:00","c#","15064"
"2013-10-01 00:00:00","c++","7899"
"2013-10-01 00:00:00","delphi","517"
"2013-10-01 00:00:00","go","210"
"2013-10-01 00:00:00","java","18530"
"2013-10-01 00:00:00","javascript","19552"
"2013-10-01 00:00:00","perl","809"
"2013-10-01 00:00:00","php","15144"
"2013-10-01 00:00:00","python","9425"
"2013-10-01 00:00:00","r","2073"
"2013-10-01 00:00:00","ruby","2780"
"2013-10-01 00:00:00","swift","10"
"2013-11-01 00:00:00","assembly","415"
"2013-11-01 00:00:00","c","4246"
"2013-11-01 00:00:00","c#","14463"
"2013-11-01 00:00:00","c++","8055"
"2013-11-01 00:00:00","delphi","456"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","java","18537"
"2013-11-01 00:00:00","javascript","18325"
"2013-11-01 00:00:00","perl","815"
"2013-11-01 00:00:00","php","14664"
"2013-11-01 00:00:00","python","9437"
"2013-11-01 00:00:00","r","2169"
"2013-11-01 00:00:00","ruby","2567"
"2013-11-01 00:00:00","swift","5"
"2013-12-01 00:00:00","assembly","353"
"2013-12-01 00:00:00","c","3480"
"2013-12-01 00:00:00","c#","13510"
"2013-12-01 00:00:00","c++","6951"
"2013-12-01 00:00:00","delphi","444"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","java","17275"
"2013-12-01 00:00:00","javascript","17874"
"2013-12-01 00:00:00","perl","759"
"2013-12-01 00:00:00","php","14226"
"2013-12-01 00:00:00","python","8384"
"2013-12-01 00:00:00","r","1901"
"2013-12-01 00:00:00","ruby","2427"
"2013-12-01 00:00:00","swift","10"
"2014-01-01 00:00:00","assembly","335"
"2014-01-01 00:00:00","c","3700"
"2014-01-01 00:00:00","c#","15205"
"2014-01-01 00:00:00","c++","7616"
"2014-01-01 00:00:00","delphi","483"
"2014-01-01 00:00:00","go","300"
"2014-01-01 00:00:00","java","18501"
"2014-01-01 00:00:00","javascript","20932"
"2014-01-01 00:00:00","perl","805"
"2014-01-01 00:00:00","php","16575"
"2014-01-01 00:00:00","python","9786"
"2014-01-01 00:00:00","r","2331"
"2014-01-01 00:00:00","ruby","2745"
"2014-01-01 00:00:00","swift","6"
"2014-02-01 00:00:00","assembly","372"
"2014-02-01 00:00:00","c","3947"
"2014-02-01 00:00:00","c#","15003"
"2014-02-01 00:00:00","c++","7597"
"2014-02-01 00:00:00","delphi","490"
"2014-02-01 00:00:00","go","203"
"2014-02-01 00:00:00","java","19043"
"2014-02-01 00:00:00","javascript","20965"
"2014-02-01 00:00:00","perl","787"
"2014-02-01 00:00:00","php","16302"
"2014-02-01 00:00:00","python","9833"
"2014-02-01 00:00:00","r","2606"
"2014-02-01 00:00:00","ruby","2586"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","446"
"2014-03-01 00:00:00","c","4526"
"2014-03-01 00:00:00","c#","16026"
"2014-03-01 00:00:00","c++","8594"
"2014-03-01 00:00:00","delphi","439"
"2014-03-01 00:00:00","go","254"
"2014-03-01 00:00:00","java","21713"
"2014-03-01 00:00:00","javascript","22467"
"2014-03-01 00:00:00","perl","905"
"2014-03-01 00:00:00","php","18103"
"2014-03-01 00:00:00","python","11347"
"2014-03-01 00:00:00","r","2784"
"2014-03-01 00:00:00","ruby","2935"
"2014-03-01 00:00:00","swift","5"
"2014-04-01 00:00:00","assembly","358"
"2014-04-01 00:00:00","c","3968"
"2014-04-01 00:00:00","c#","15164"
"2014-04-01 00:00:00","c++","8056"
"2014-04-01 00:00:00","delphi","385"
"2014-04-01 00:00:00","go","340"
"2014-04-01 00:00:00","java","20618"
"2014-04-01 00:00:00","javascript","21240"
"2014-04-01 00:00:00","perl","819"
"2014-04-01 00:00:00","php","17423"
"2014-04-01 00:00:00","python","10667"
"2014-04-01 00:00:00","r","2710"
"2014-04-01 00:00:00","ruby","2736"
"2014-04-01 00:00:00","swift","4"
"2014-05-01 00:00:00","assembly","326"
"2014-05-01 00:00:00","c","3227"
"2014-05-01 00:00:00","c#","13766"
"2014-05-01 00:00:00","c++","6707"
"2014-05-01 00:00:00","delphi","468"
"2014-05-01 00:00:00","go","278"
"2014-05-01 00:00:00","java","17749"
"2014-05-01 00:00:00","javascript","19583"
"2014-05-01 00:00:00","perl","793"
"2014-05-01 00:00:00","php","14561"
"2014-05-01 00:00:00","python","9170"
"2014-05-01 00:00:00","r","2569"
"2014-05-01 00:00:00","ruby","2666"
"2014-05-01 00:00:00","swift","9"
"2014-06-01 00:00:00","assembly","263"
"2014-06-01 00:00:00","c","2745"
"2014-06-01 00:00:00","c#","12360"
"2014-06-01 00:00:00","c++","5600"
"2014-06-01 00:00:00","delphi","413"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","java","15738"
"2014-06-01 00:00:00","javascript","18124"
"2014-06-01 00:00:00","perl","675"
"2014-06-01 00:00:00","php","12826"
"2014-06-01 00:00:00","python","8851"
"2014-06-01 00:00:00","r","2381"
"2014-06-01 00:00:00","ruby","2322"
"2014-06-01 00:00:00","swift","2380"
"2014-07-01 00:00:00","assembly","212"
"2014-07-01 00:00:00","c","2807"
"2014-07-01 00:00:00","c#","13532"
"2014-07-01 00:00:00","c++","6208"
"2014-07-01 00:00:00","delphi","441"
"2014-07-01 00:00:00","go","450"
"2014-07-01 00:00:00","java","17190"
"2014-07-01 00:00:00","javascript","19943"
"2014-07-01 00:00:00","perl","732"
"2014-07-01 00:00:00","php","14113"
"2014-07-01 00:00:00","python","9847"
"2014-07-01 00:00:00","r","2614"
"2014-07-01 00:00:00","ruby","2547"
"2014-07-01 00:00:00","swift","1630"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c","2663"
"2014-08-01 00:00:00","c#","12378"
"2014-08-01 00:00:00","c++","5829"
"2014-08-01 00:00:00","delphi","419"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","java","15578"
"2014-08-01 00:00:00","javascript","18288"
"2014-08-01 00:00:00","perl","683"
"2014-08-01 00:00:00","php","13063"
"2014-08-01 00:00:00","python","9055"
"2014-08-01 00:00:00","r","2448"
"2014-08-01 00:00:00","ruby","2454"
"2014-08-01 00:00:00","swift","1683"
"2014-09-01 00:00:00","assembly","272"
"2014-09-01 00:00:00","c","3208"
"2014-09-01 00:00:00","c#","12220"
"2014-09-01 00:00:00","c++","6130"
"2014-09-01 00:00:00","delphi","441"
"2014-09-01 00:00:00","go","389"
"2014-09-01 00:00:00","java","16499"
"2014-09-01 00:00:00","javascript","17963"
"2014-09-01 00:00:00","perl","678"
"2014-09-01 00:00:00","php","13203"
"2014-09-01 00:00:00","python","8704"
"2014-09-01 00:00:00","r","2350"
"2014-09-01 00:00:00","ruby","2260"
"2014-09-01 00:00:00","swift","1888"
"2014-10-01 00:00:00","assembly","385"
"2014-10-01 00:00:00","c","3773"
"2014-10-01 00:00:00","c#","12442"
"2014-10-01 00:00:00","c++","6765"
"2014-10-01 00:00:00","delphi","406"
"2014-10-01 00:00:00","go","378"
"2014-10-01 00:00:00","java","17705"
"2014-10-01 00:00:00","javascript","18768"
"2014-10-01 00:00:00","perl","637"
"2014-10-01 00:00:00","php","13405"
"2014-10-01 00:00:00","python","9518"
"2014-10-01 00:00:00","r","2754"
"2014-10-01 00:00:00","ruby","2334"
"2014-10-01 00:00:00","swift","2451"
"2014-11-01 00:00:00","assembly","374"
"2014-11-01 00:00:00","c","3634"
"2014-11-01 00:00:00","c#","11760"
"2014-11-01 00:00:00","c++","6496"
"2014-11-01 00:00:00","delphi","422"
"2014-11-01 00:00:00","go","335"
"2014-11-01 00:00:00","java","17657"
"2014-11-01 00:00:00","javascript","17836"
"2014-11-01 00:00:00","perl","655"
"2014-11-01 00:00:00","php","12882"
"2014-11-01 00:00:00","python","9509"
"2014-11-01 00:00:00","r","2689"
"2014-11-01 00:00:00","ruby","2105"
"2014-11-01 00:00:00","swift","2541"
"2014-12-01 00:00:00","assembly","318"
"2014-12-01 00:00:00","c","3136"
"2014-12-01 00:00:00","c#","10990"
"2014-12-01 00:00:00","c++","6024"
"2014-12-01 00:00:00","delphi","312"
"2014-12-01 00:00:00","go","349"
"2014-12-01 00:00:00","java","16213"
"2014-12-01 00:00:00","javascript","16854"
"2014-12-01 00:00:00","perl","564"
"2014-12-01 00:00:00","php","12176"
"2014-12-01 00:00:00","python","8989"
"2014-12-01 00:00:00","r","2346"
"2014-12-01 00:00:00","ruby","2138"
"2014-12-01 00:00:00","swift","2471"
"2015-01-01 00:00:00","assembly","332"
"2015-01-01 00:00:00","c","3197"
"2015-01-01 00:00:00","c#","11668"
"2015-01-01 00:00:00","c++","6087"
"2015-01-01 00:00:00","delphi","375"
"2015-01-01 00:00:00","go","467"
"2015-01-01 00:00:00","java","16405"
"2015-01-01 00:00:00","javascript","18404"
"2015-01-01 00:00:00","perl","587"
"2015-01-01 00:00:00","php","13467"
"2015-01-01 00:00:00","python","9622"
"2015-01-01 00:00:00","r","2665"
"2015-01-01 00:00:00","ruby","2412"
"2015-01-01 00:00:00","swift","3034"
"2015-02-01 00:00:00","assembly","354"
"2015-02-01 00:00:00","c","3349"
"2015-02-01 00:00:00","c#","11723"
"2015-02-01 00:00:00","c++","6428"
"2015-02-01 00:00:00","delphi","409"
"2015-02-01 00:00:00","go","380"
"2015-02-01 00:00:00","java","16627"
"2015-02-01 00:00:00","javascript","18533"
"2015-02-01 00:00:00","perl","561"
"2015-02-01 00:00:00","php","13393"
"2015-02-01 00:00:00","python","10143"
"2015-02-01 00:00:00","r","2949"
"2015-02-01 00:00:00","ruby","2252"
"2015-02-01 00:00:00","swift","3222"
"2015-03-01 00:00:00","assembly","378"
"2015-03-01 00:00:00","c","3900"
"2015-03-01 00:00:00","c#","13179"
"2015-03-01 00:00:00","c++","7344"
"2015-03-01 00:00:00","delphi","404"
"2015-03-01 00:00:00","go","467"
"2015-03-01 00:00:00","java","19603"
"2015-03-01 00:00:00","javascript","20389"
"2015-03-01 00:00:00","perl","628"
"2015-03-01 00:00:00","php","14790"
"2015-03-01 00:00:00","python","11516"
"2015-03-01 00:00:00","r","3546"
"2015-03-01 00:00:00","ruby","2451"
"2015-03-01 00:00:00","swift","3577"
"2015-04-01 00:00:00","assembly","432"
"2015-04-01 00:00:00","c","3934"
"2015-04-01 00:00:00","c#","12997"
"2015-04-01 00:00:00","c++","7100"
"2015-04-01 00:00:00","delphi","384"
"2015-04-01 00:00:00","go","385"
"2015-04-01 00:00:00","java","19673"
"2015-04-01 00:00:00","javascript","20790"
"2015-04-01 00:00:00","perl","574"
"2015-04-01 00:00:00","php","14837"
"2015-04-01 00:00:00","python","11359"
"2015-04-01 00:00:00","r","3304"
"2015-04-01 00:00:00","ruby","2492"
"2015-04-01 00:00:00","swift","3997"
"2015-05-01 00:00:00","assembly","365"
"2015-05-01 00:00:00","c","3505"
"2015-05-01 00:00:00","c#","13276"
"2015-05-01 00:00:00","c++","6777"
"2015-05-01 00:00:00","delphi","399"
"2015-05-01 00:00:00","go","395"
"2015-05-01 00:00:00","java","18401"
"2015-05-01 00:00:00","javascript","22013"
"2015-05-01 00:00:00","perl","525"
"2015-05-01 00:00:00","php","14444"
"2015-05-01 00:00:00","python","11156"
"2015-05-01 00:00:00","r","3406"
"2015-05-01 00:00:00","ruby","2497"
"2015-05-01 00:00:00","swift","3777"
"2015-06-01 00:00:00","assembly","263"
"2015-06-01 00:00:00","c","3149"
"2015-06-01 00:00:00","c#","13455"
"2015-06-01 00:00:00","c++","6480"
"2015-06-01 00:00:00","delphi","386"
"2015-06-01 00:00:00","go","421"
"2015-06-01 00:00:00","java","17719"
"2015-06-01 00:00:00","javascript","22484"
"2015-06-01 00:00:00","perl","568"
"2015-06-01 00:00:00","php","14248"
"2015-06-01 00:00:00","python","11722"
"2015-06-01 00:00:00","r","3407"
"2015-06-01 00:00:00","ruby","2569"
"2015-06-01 00:00:00","swift","4310"
"2015-07-01 00:00:00","assembly","259"
"2015-07-01 00:00:00","c","2801"
"2015-07-01 00:00:00","c#","14039"
"2015-07-01 00:00:00","c++","6664"
"2015-07-01 00:00:00","delphi","384"
"2015-07-01 00:00:00","go","465"
"2015-07-01 00:00:00","java","18552"
"2015-07-01 00:00:00","javascript","23822"
"2015-07-01 00:00:00","perl","578"
"2015-07-01 00:00:00","php","15237"
"2015-07-01 00:00:00","python","12247"
"2015-07-01 00:00:00","r","3961"
"2015-07-01 00:00:00","ruby","2577"
"2015-07-01 00:00:00","swift","5127"
"2015-08-01 00:00:00","assembly","218"
"2015-08-01 00:00:00","c","2564"
"2015-08-01 00:00:00","c#","13159"
"2015-08-01 00:00:00","c++","5848"
"2015-08-01 00:00:00","delphi","384"
"2015-08-01 00:00:00","go","445"
"2015-08-01 00:00:00","java","16978"
"2015-08-01 00:00:00","javascript","22026"
"2015-08-01 00:00:00","perl","551"
"2015-08-01 00:00:00","php","14120"
"2015-08-01 00:00:00","python","11168"
"2015-08-01 00:00:00","r","3487"
"2015-08-01 00:00:00","ruby","2305"
"2015-08-01 00:00:00","swift","5067"
"2015-09-01 00:00:00","assembly","254"
"2015-09-01 00:00:00","c","3074"
"2015-09-01 00:00:00","c#","12869"
"2015-09-01 00:00:00","c++","5883"
"2015-09-01 00:00:00","delphi","356"
"2015-09-01 00:00:00","go","417"
"2015-09-01 00:00:00","java","16824"
"2015-09-01 00:00:00","javascript","21278"
"2015-09-01 00:00:00","perl","464"
"2015-09-01 00:00:00","php","13392"
"2015-09-01 00:00:00","python","10913"
"2015-09-01 00:00:00","r","3314"
"2015-09-01 00:00:00","ruby","2152"
"2015-09-01 00:00:00","swift","4528"
"2015-10-01 00:00:00","assembly","426"
"2015-10-01 00:00:00","c","3663"
"2015-10-01 00:00:00","c#","12726"
"2015-10-01 00:00:00","c++","7009"
"2015-10-01 00:00:00","delphi","420"
"2015-10-01 00:00:00","go","421"
"2015-10-01 00:00:00","java","18399"
"2015-10-01 00:00:00","javascript","21692"
"2015-10-01 00:00:00","perl","495"
"2015-10-01 00:00:00","php","13794"
"2015-10-01 00:00:00","python","12421"
"2015-10-01 00:00:00","r","3649"
"2015-10-01 00:00:00","ruby","2185"
"2015-10-01 00:00:00","swift","4279"
"2015-11-01 00:00:00","assembly","399"
"2015-11-01 00:00:00","c","3592"
"2015-11-01 00:00:00","c#","12317"
"2015-11-01 00:00:00","c++","7051"
"2015-11-01 00:00:00","delphi","388"
"2015-11-01 00:00:00","go","432"
"2015-11-01 00:00:00","java","17657"
"2015-11-01 00:00:00","javascript","21139"
"2015-11-01 00:00:00","perl","463"
"2015-11-01 00:00:00","php","13179"
"2015-11-01 00:00:00","python","12225"
"2015-11-01 00:00:00","r","3514"
"2015-11-01 00:00:00","ruby","1952"
"2015-11-01 00:00:00","swift","4303"
"2015-12-01 00:00:00","assembly","350"
"2015-12-01 00:00:00","c","3078"
"2015-12-01 00:00:00","c#","12073"
"2015-12-01 00:00:00","c++","6531"
"2015-12-01 00:00:00","delphi","314"
"2015-12-01 00:00:00","go","415"
"2015-12-01 00:00:00","java","16440"
"2015-12-01 00:00:00","javascript","20963"
"2015-12-01 00:00:00","perl","478"
"2015-12-01 00:00:00","php","13602"
"2015-12-01 00:00:00","python","11590"
"2015-12-01 00:00:00","r","3167"
"2015-12-01 00:00:00","ruby","2024"
"2015-12-01 00:00:00","swift","4358"
"2016-01-01 00:00:00","assembly","245"
"2016-01-01 00:00:00","c","3031"
"2016-01-01 00:00:00","c#","12304"
"2016-01-01 00:00:00","c++","6074"
"2016-01-01 00:00:00","delphi","317"
"2016-01-01 00:00:00","go","494"
"2016-01-01 00:00:00","java","16528"
"2016-01-01 00:00:00","javascript","22399"
"2016-01-01 00:00:00","perl","445"
"2016-01-01 00:00:00","php","14414"
"2016-01-01 00:00:00","python","12290"
"2016-01-01 00:00:00","r","3516"
"2016-01-01 00:00:00","ruby","2138"
"2016-01-01 00:00:00","swift","4766"
"2016-02-01 00:00:00","assembly","346"
"2016-02-01 00:00:00","c","3260"
"2016-02-01 00:00:00","c#","12683"
"2016-02-01 00:00:00","c++","6531"
"2016-02-01 00:00:00","delphi","355"
"2016-02-01 00:00:00","go","540"
"2016-02-01 00:00:00","java","17751"
"2016-02-01 00:00:00","javascript","22346"
"2016-02-01 00:00:00","perl","500"
"2016-02-01 00:00:00","php","14770"
"2016-02-01 00:00:00","python","13209"
"2016-02-01 00:00:00","r","3572"
"2016-02-01 00:00:00","ruby","2246"
"2016-02-01 00:00:00","swift","4734"
"2016-03-01 00:00:00","assembly","435"
"2016-03-01 00:00:00","c","3430"
"2016-03-01 00:00:00","c#","13550"
"2016-03-01 00:00:00","c++","6992"
"2016-03-01 00:00:00","delphi","338"
"2016-03-01 00:00:00","go","592"
"2016-03-01 00:00:00","java","19784"
"2016-03-01 00:00:00","javascript","23964"
"2016-03-01 00:00:00","perl","467"
"2016-03-01 00:00:00","php","15002"
"2016-03-01 00:00:00","python","14019"
"2016-03-01 00:00:00","r","4036"
"2016-03-01 00:00:00","ruby","2255"
"2016-03-01 00:00:00","swift","5055"
"2016-04-01 00:00:00","assembly","413"
"2016-04-01 00:00:00","c","3345"
"2016-04-01 00:00:00","c#","13657"
"2016-04-01 00:00:00","c++","6867"
"2016-04-01 00:00:00","delphi","326"
"2016-04-01 00:00:00","go","601"
"2016-04-01 00:00:00","java","19390"
"2016-04-01 00:00:00","javascript","23336"
"2016-04-01 00:00:00","perl","492"
"2016-04-01 00:00:00","php","14355"
"2016-04-01 00:00:00","python","13582"
"2016-04-01 00:00:00","r","4113"
"2016-04-01 00:00:00","ruby","2211"
"2016-04-01 00:00:00","swift","4733"
"2016-05-01 00:00:00","assembly","324"
"2016-05-01 00:00:00","c","2714"
"2016-05-01 00:00:00","c#","13443"
"2016-05-01 00:00:00","c++","6109"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","go","577"
"2016-05-01 00:00:00","java","16931"
"2016-05-01 00:00:00","javascript","22879"
"2016-05-01 00:00:00","perl","485"
"2016-05-01 00:00:00","php","14341"
"2016-05-01 00:00:00","python","13058"
"2016-05-01 00:00:00","r","3787"
"2016-05-01 00:00:00","ruby","2127"
"2016-05-01 00:00:00","swift","4396"
"2016-06-01 00:00:00","assembly","288"
"2016-06-01 00:00:00","c","2290"
"2016-06-01 00:00:00","c#","13013"
"2016-06-01 00:00:00","c++","5690"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","go","546"
"2016-06-01 00:00:00","java","15856"
"2016-06-01 00:00:00","javascript","22054"
"2016-06-01 00:00:00","perl","434"
"2016-06-01 00:00:00","php","13534"
"2016-06-01 00:00:00","python","12860"
"2016-06-01 00:00:00","r","3850"
"2016-06-01 00:00:00","ruby","2100"
"2016-06-01 00:00:00","swift","4779"
"2016-07-01 00:00:00","assembly","202"
"2016-07-01 00:00:00","c","2340"
"2016-07-01 00:00:00","c#","11940"
"2016-07-01 00:00:00","c++","5440"
"2016-07-01 00:00:00","delphi","242"
"2016-07-01 00:00:00","go","536"
"2016-07-01 00:00:00","java","14872"
"2016-07-01 00:00:00","javascript","22086"
"2016-07-01 00:00:00","perl","413"
"2016-07-01 00:00:00","php","12828"
"2016-07-01 00:00:00","python","12771"
"2016-07-01 00:00:00","r","3738"
"2016-07-01 00:00:00","ruby","1894"
"2016-07-01 00:00:00","swift","4911"
"2016-08-01 00:00:00","assembly","256"
"2016-08-01 00:00:00","c","2199"
"2016-08-01 00:00:00","c#","12675"
"2016-08-01 00:00:00","c++","4998"
"2016-08-01 00:00:00","delphi","337"
"2016-08-01 00:00:00","go","566"
"2016-08-01 00:00:00","java","15131"
"2016-08-01 00:00:00","javascript","22563"
"2016-08-01 00:00:00","perl","457"
"2016-08-01 00:00:00","php","12822"
"2016-08-01 00:00:00","python","12870"
"2016-08-01 00:00:00","r","3779"
"2016-08-01 00:00:00","ruby","1872"
"2016-08-01 00:00:00","swift","4884"
"2016-09-01 00:00:00","assembly","334"
"2016-09-01 00:00:00","c","2497"
"2016-09-01 00:00:00","c#","11056"
"2016-09-01 00:00:00","c++","5117"
"2016-09-01 00:00:00","delphi","287"
"2016-09-01 00:00:00","go","510"
"2016-09-01 00:00:00","java","14587"
"2016-09-01 00:00:00","javascript","20334"
"2016-09-01 00:00:00","perl","461"
"2016-09-01 00:00:00","php","12034"
"2016-09-01 00:00:00","python","12291"
"2016-09-01 00:00:00","r","3296"
"2016-09-01 00:00:00","ruby","1919"
"2016-09-01 00:00:00","swift","4838"
"2016-10-01 00:00:00","assembly","396"
"2016-10-01 00:00:00","c","3197"
"2016-10-01 00:00:00","c#","11419"
"2016-10-01 00:00:00","c++","5950"
"2016-10-01 00:00:00","delphi","268"
"2016-10-01 00:00:00","go","529"
"2016-10-01 00:00:00","java","15249"
"2016-10-01 00:00:00","javascript","20342"
"2016-10-01 00:00:00","perl","400"
"2016-10-01 00:00:00","php","12160"
"2016-10-01 00:00:00","python","13459"
"2016-10-01 00:00:00","r","3768"
"2016-10-01 00:00:00","ruby","1816"
"2016-10-01 00:00:00","swift","4720"
"2016-11-01 00:00:00","assembly","411"
"2016-11-01 00:00:00","c","3251"
"2016-11-01 00:00:00","c#","11611"
"2016-11-01 00:00:00","c++","6044"
"2016-11-01 00:00:00","delphi","275"
"2016-11-01 00:00:00","go","475"
"2016-11-01 00:00:00","java","15584"
